Name,Runs,Balls,Fours,Sixes,Strike Rate,Team,Date
Wriddhiman Saha,15,23,0,0,65.22,Kings XI Punjab,2015-04-25
Axar Patel,9,10,0,1,90.00,Kings XI Punjab,2015-04-25
Mitchell Johnson,1,2,0,0,50.00,Kings XI Punjab,2015-04-25
Anureet Singh,10,20,0,0,50.00,Kings XI Punjab,2015-04-25
Karanveer Singh,2,5,0,0,40.00,Kings XI Punjab,2015-04-25
Mayank Agarwal,27,34,1,1,79.41,Delhi Daredevils,2015-04-26
Shreyas Iyer,0,1,0,0,0.00,Delhi Daredevils,2015-04-26
Jean-Paul Duminy,13,14,2,0,92.86,Delhi Daredevils,2015-04-26
Yuvraj Singh,2,5,0,0,40.00,Delhi Daredevils,2015-04-26
Angelo Mathews,0,1,0,0,0.00,Delhi Daredevils,2015-04-26
Kedar Jadhav,33,29,4,0,113.79,Delhi Daredevils,2015-04-26
Nathan Coulter-Nile,4,8,1,0,50.00,Delhi Daredevils,2015-04-26
Amit Mishra,2,4,0,0,50.00,Delhi Daredevils,2015-04-26
Shahbaz Nadeem,2,7,0,0,28.57,Delhi Daredevils,2015-04-26
Imran Tahir,3,4,0,0,75.00,Delhi Daredevils,2015-04-26
Chris Gayle,62,40,6,4,155.00,Royal Challengers Bangalore,2015-04-26
Virat Kohli,35,23,6,0,152.17,Royal Challengers Bangalore,2015-04-26
David Warner,58,41,10,1,141.46,Sunrisers Hyderabad,2015-04-27
Shikhar Dhawan,1,2,0,0,50.00,Sunrisers Hyderabad,2015-04-27
Hanuma Vihari,9,8,2,0,112.50,Sunrisers Hyderabad,2015-04-27
Moises Henriques,30,32,1,0,93.75,Sunrisers Hyderabad,2015-04-27
Naman Ojha,28,26,3,0,107.69,Sunrisers Hyderabad,2015-04-27
Ravi Bopara,0,2,0,0,0.00,Sunrisers Hyderabad,2015-04-27
Ashish Reddy,22,8,1,2,275.00,Sunrisers Hyderabad,2015-04-27
Karn Sharma,1,1,0,0,100.00,Sunrisers Hyderabad,2015-04-27
Murali Vijay,12,16,0,0,75.00,Kings XI Punjab,2015-04-27
Manan Vohra,5,9,1,0,55.56,Kings XI Punjab,2015-04-27
Shaun Marsh,1,4,0,0,25.00,Kings XI Punjab,2015-04-27
George Bailey,22,16,3,0,137.50,Kings XI Punjab,2015-04-27
David Miller,15,14,1,0,107.14,Kings XI Punjab,2015-04-27
Wriddhiman Saha,42,33,2,1,127.27,Kings XI Punjab,2015-04-27
Axar Patel,17,13,0,1,130.77,Kings XI Punjab,2015-04-27
Rishi Dhawan,4,6,0,0,66.67,Kings XI Punjab,2015-04-27
Mitchell Johnson,4,6,0,0,66.67,Kings XI Punjab,2015-04-27
Anureet Singh,0,2,0,0,0.00,Kings XI Punjab,2015-04-27
Dwayne Smith,25,19,3,1,131.58,Chennai Super Kings,2015-04-28
Brendon McCullum,19,14,3,1,135.71,Chennai Super Kings,2015-04-28
Suresh Raina,17,21,2,1,80.95,Chennai Super Kings,2015-04-28
Faf du Plessis,29,29,1,0,100.00,Chennai Super Kings,2015-04-28
MS Dhoni,3,6,0,0,50.00,Chennai Super Kings,2015-04-28
Dwayne Bravo,5,7,1,0,71.43,Chennai Super Kings,2015-04-28
Ravindra Jadeja,15,20,0,0,75.00,Chennai Super Kings,2015-04-28
Ravichandran Ashwin,9,4,2,0,225.00,Chennai Super Kings,2015-04-28
Robin Uthappa,39,17,6,1,229.41,Kolkata Knight Riders,2015-04-28
Gautam Gambhir,0,1,0,0,0.00,Kolkata Knight Riders,2015-04-28
Manish Pandey,15,20,2,0,75.00,Kolkata Knight Riders,2015-04-28
Suryakumar Yadav,16,26,1,0,61.54,Kolkata Knight Riders,2015-04-28
Yusuf Pathan,13,18,0,0,72.22,Kolkata Knight Riders,2015-04-28
Ryan ten Doeschate,38,28,3,2,135.71,Kolkata Knight Riders,2015-04-28
Andre Russell,4,4,0,0,100.00,Kolkata Knight Riders,2015-04-28
Pat Cummins,0,2,0,0,0.00,Kolkata Knight Riders,2015-04-28
Piyush Chawla,0,2,0,0,0.00,Kolkata Knight Riders,2015-04-28
Umesh Yadav,0,1,0,0,0.00,Kolkata Knight Riders,2015-04-28
Chris Gayle,10,4,1,1,250.00,Royal Challengers Bangalore,2015-04-29
Virat Kohli,1,4,0,0,25.00,Royal Challengers Bangalore,2015-04-29
AB de Villiers,57,45,9,1,126.67,Royal Challengers Bangalore,2015-04-29
Mandeep Singh,27,20,4,0,135.00,Royal Challengers Bangalore,2015-04-29
Dinesh Karthik,27,18,3,1,150.00,Royal Challengers Bangalore,2015-04-29
Sarfaraz Khan,45,21,6,1,214.29,Royal Challengers Bangalore,2015-04-29
David Wiese,11,8,2,0,137.50,Royal Challengers Bangalore,2015-04-29
Harshal Patel,6,2,0,1,300.00,Royal Challengers Bangalore,2015-04-29
Dwayne Smith,0,1,0,0,0.00,Chennai Super Kings,2015-04-30
Brendon McCullum,32,12,3,3,266.67,Chennai Super Kings,2015-04-30
Suresh Raina,8,10,2,0,80.00,Chennai Super Kings,2015-04-30
Faf du Plessis,20,11,5,0,181.82,Chennai Super Kings,2015-04-30
Dwayne Bravo,30,32,4,0,93.75,Chennai Super Kings,2015-04-30
MS Dhoni,1,4,0,0,25.00,Chennai Super Kings,2015-04-30
Ravindra Jadeja,24,30,1,1,80.00,Chennai Super Kings,2015-04-30
Pawan Negi,27,13,4,1,207.69,Chennai Super Kings,2015-04-30
Mohit Sharma,0,1,0,0,0.00,Chennai Super Kings,2015-04-30
Ashish Nehra,1,4,0,0,25.00,Chennai Super Kings,2015-04-30
Robin Uthappa,80,58,7,1,137.93,Kolkata Knight Riders,2015-04-30
Gautam Gambhir,19,16,0,2,118.75,Kolkata Knight Riders,2015-04-30
Manish Pandey,3,10,0,0,30.00,Kolkata Knight Riders,2015-04-30
Suryakumar Yadav,2,3,0,0,66.67,Kolkata Knight Riders,2015-04-30
Andre Russell,55,32,4,4,171.88,Kolkata Knight Riders,2015-04-30
Virender Sehwag,1,2,0,0,50.00,Kings XI Punjab,2015-05-01
Manan Vohra,1,7,0,0,14.29,Kings XI Punjab,2015-05-01
Shaun Marsh,5,4,1,0,125.00,Kings XI Punjab,2015-05-01
Wriddhiman Saha,3,8,0,0,37.50,Kings XI Punjab,2015-05-01
David Miller,42,41,4,1,102.44,Kings XI Punjab,2015-05-01
George Bailey,18,16,3,0,112.50,Kings XI Punjab,2015-05-01
Thisara Perera,3,7,0,0,42.86,Kings XI Punjab,2015-05-01
Axar Patel,22,26,0,1,84.62,Kings XI Punjab,2015-05-01
Shardul Thakur,7,6,1,0,116.67,Kings XI Punjab,2015-05-01
Anureet Singh,8,3,0,1,266.67,Kings XI Punjab,2015-05-01
Mayank Agarwal,52,40,6,1,130.00,Delhi Daredevils,2015-05-01
Shreyas Iyer,54,40,4,3,135.00,Delhi Daredevils,2015-05-01
Saurabh Tiwary,5,4,1,0,125.00,Delhi Daredevils,2015-05-01
Lendl Simmons,38,31,4,1,122.58,Mumbai Indians,2015-05-01
Parthiv Patel,23,14,5,0,164.29,Mumbai Indians,2015-05-01
Unmukt Chand,13,14,1,0,92.86,Mumbai Indians,2015-05-01
Rohit Sharma,27,21,2,1,128.57,Mumbai Indians,2015-05-01
Ambati Rayudu,53,27,4,3,196.30,Mumbai Indians,2015-05-01
Kieron Pollard,24,14,2,1,171.43,Mumbai Indians,2015-05-01
Harbhajan Singh,0,0,0,0,0.00,Mumbai Indians,2015-05-01
Ajinkya Rahane,16,12,2,0,133.33,Rajasthan Royals,2015-05-01
Shane Watson,28,23,2,2,121.74,Rajasthan Royals,2015-05-01
Sanju Samson,76,46,7,3,165.22,Rajasthan Royals,2015-05-01
Steven Smith,23,20,2,0,115.00,Rajasthan Royals,2015-05-01
Karun Nair,7,6,1,0,116.67,Rajasthan Royals,2015-05-01
Stuart Binny,9,6,1,0,150.00,Rajasthan Royals,2015-05-01
Deepak Hooda,1,2,0,0,50.00,Rajasthan Royals,2015-05-01
Tim Southee,6,5,0,0,120.00,Rajasthan Royals,2015-05-01
Rusty Theron,1,1,0,0,100.00,Rajasthan Royals,2015-05-01
Robin Uthappa,23,21,3,0,109.52,Kolkata Knight Riders,2015-05-02
Gautam Gambhir,12,8,2,0,150.00,Kolkata Knight Riders,2015-05-02
Andre Russell,45,17,5,3,264.71,Kolkata Knight Riders,2015-05-02
Ryan ten Doeschate,12,7,1,1,171.43,Kolkata Knight Riders,2015-05-02
Yusuf Pathan,11,6,0,1,183.33,Kolkata Knight Riders,2015-05-02
Suryakumar Yadav,0,2,0,0,0.00,Kolkata Knight Riders,2015-05-02
Chris Gayle,21,9,0,3,233.33,Royal Challengers Bangalore,2015-05-02
Virat Kohli,34,20,2,3,170.00,Royal Challengers Bangalore,2015-05-02
AB de Villiers,2,4,0,0,50.00,Royal Challengers Bangalore,2015-05-02
Mandeep Singh,45,18,4,3,250.00,Royal Challengers Bangalore,2015-05-02
David Wiese,9,7,0,0,128.57,Royal Challengers Bangalore,2015-05-02
David Warner,61,28,11,1,217.86,Sunrisers Hyderabad,2015-05-02
Shikhar Dhawan,37,32,4,0,115.63,Sunrisers Hyderabad,2015-05-02
Moises Henriques,19,9,1,2,211.11,Sunrisers Hyderabad,2015-05-02
Eoin Morgan,32,27,1,2,118.52,Sunrisers Hyderabad,2015-05-02
Naman Ojha,20,12,3,1,166.67,Sunrisers Hyderabad,2015-05-02
Ashish Reddy,6,6,1,0,100.00,Sunrisers Hyderabad,2015-05-02
Hanuma Vihari,8,5,1,0,160.00,Sunrisers Hyderabad,2015-05-02
Karn Sharma,4,2,1,0,200.00,Sunrisers Hyderabad,2015-05-02
Dwayne Smith,21,19,3,1,110.53,Chennai Super Kings,2015-05-02
Brendon McCullum,12,5,3,0,240.00,Chennai Super Kings,2015-05-02
Suresh Raina,23,15,0,3,153.33,Chennai Super Kings,2015-05-02
Faf du Plessis,33,22,4,0,150.00,Chennai Super Kings,2015-05-02
MS Dhoni,20,16,2,0,125.00,Chennai Super Kings,2015-05-02
Pawan Negi,15,11,1,1,136.36,Chennai Super Kings,2015-05-02
Dwayne Bravo,25,20,3,0,125.00,Chennai Super Kings,2015-05-02
Ravindra Jadeja,14,12,0,0,116.67,Chennai Super Kings,2015-05-02
Lendl Simmons,71,56,9,1,126.79,Mumbai Indians,2015-05-03
Parthiv Patel,59,36,5,3,163.89,Mumbai Indians,2015-05-03
Rohit Sharma,26,20,2,0,130.00,Mumbai Indians,2015-05-03
Kieron Pollard,7,7,0,0,100.00,Mumbai Indians,2015-05-03
Ambati Rayudu,4,1,1,0,400.00,Mumbai Indians,2015-05-03
Murali Vijay,39,34,3,1,114.71,Kings XI Punjab,2015-05-03
Virender Sehwag,2,5,0,0,40.00,Kings XI Punjab,2015-05-03
Glenn Maxwell,12,9,2,0,133.33,Kings XI Punjab,2015-05-03
David Miller,43,37,3,1,116.22,Kings XI Punjab,2015-05-03
George Bailey,21,18,1,0,116.67,Kings XI Punjab,2015-05-03
Wriddhiman Saha,12,12,1,0,100.00,Kings XI Punjab,2015-05-03
Axar Patel,0,1,0,0,0.00,Kings XI Punjab,2015-05-03
Mitchell Johnson,8,4,0,1,200.00,Kings XI Punjab,2015-05-03
Ajinkya Rahane,91,54,9,3,168.52,Rajasthan Royals,2015-05-03
Shane Watson,21,24,4,0,87.50,Rajasthan Royals,2015-05-03
Karun Nair,61,38,6,2,160.53,Rajasthan Royals,2015-05-03
James Faulkner,8,4,1,0,200.00,Rajasthan Royals,2015-05-03
Mayank Agarwal,11,8,1,1,137.50,Delhi Daredevils,2015-05-03
Shreyas Iyer,9,12,2,0,75.00,Delhi Daredevils,2015-05-03
Jean-Paul Duminy,56,39,3,3,143.59,Delhi Daredevils,2015-05-03
Yuvraj Singh,22,18,4,0,122.22,Delhi Daredevils,2015-05-03
Angelo Mathews,16,17,2,0,94.12,Delhi Daredevils,2015-05-03
Kedar Jadhav,11,7,0,1,157.14,Delhi Daredevils,2015-05-03
Saurabh Tiwary,28,14,1,2,200.00,Delhi Daredevils,2015-05-03
Nathan Coulter-Nile,6,2,0,1,300.00,Delhi Daredevils,2015-05-03
Amit Mishra,1,3,0,0,33.33,Delhi Daredevils,2015-05-03
Dwayne Smith,0,6,0,0,0.00,Chennai Super Kings,2015-05-04
Brendon McCullum,20,15,4,0,133.33,Chennai Super Kings,2015-05-04
Suresh Raina,52,46,5,1,113.04,Chennai Super Kings,2015-05-04
Faf du Plessis,24,20,0,1,120.00,Chennai Super Kings,2015-05-04
MS Dhoni,29,18,2,2,161.11,Chennai Super Kings,2015-05-04
Ravindra Jadeja,3,4,0,0,75.00,Chennai Super Kings,2015-05-04
Pawan Negi,13,7,1,1,185.71,Chennai Super Kings,2015-05-04
Dwayne Bravo,2,3,0,0,66.67,Chennai Super Kings,2015-05-04
Mohit Sharma,0,0,0,0,0.00,Chennai Super Kings,2015-05-04
Ashish Nehra,0,1,0,0,0.00,Chennai Super Kings,2015-05-04
Nic Maddinson,4,7,1,0,57.14,Royal Challengers Bangalore,2015-05-04
Virat Kohli,48,44,2,1,109.09,Royal Challengers Bangalore,2015-05-04
AB de Villiers,21,14,5,0,150.00,Royal Challengers Bangalore,2015-05-04
Mandeep Singh,0,0,0,0,0.00,Royal Challengers Bangalore,2015-05-04
Dinesh Karthik,23,20,4,0,115.00,Royal Challengers Bangalore,2015-05-04
Sarfaraz Khan,8,8,1,0,100.00,Royal Challengers Bangalore,2015-05-04
David Wiese,17,14,2,0,121.43,Royal Challengers Bangalore,2015-05-04
Harshal Patel,0,1,0,0,0.00,Royal Challengers Bangalore,2015-05-04
Mitchell Starc,1,7,0,0,14.29,Royal Challengers Bangalore,2015-05-04
Iqbal Abdulla,0,3,0,0,0.00,Royal Challengers Bangalore,2015-05-04
Robin Uthappa,30,27,3,0,111.11,Kolkata Knight Riders,2015-05-04
Gautam Gambhir,31,23,5,0,134.78,Kolkata Knight Riders,2015-05-04
Manish Pandey,33,26,1,2,126.92,Kolkata Knight Riders,2015-05-04
Andre Russell,1,3,0,0,33.33,Kolkata Knight Riders,2015-05-04
Ryan ten Doeschate,8,7,0,0,114.29,Kolkata Knight Riders,2015-05-04
Yusuf Pathan,30,19,4,0,157.89,Kolkata Knight Riders,2015-05-04
Johan Botha,12,6,1,1,200.00,Kolkata Knight Riders,2015-05-04
Suryakumar Yadav,6,3,1,0,200.00,Kolkata Knight Riders,2015-05-04
Piyush Chawla,9,6,1,0,150.00,Kolkata Knight Riders,2015-05-04
David Warner,4,3,1,0,133.33,Sunrisers Hyderabad,2015-05-04
Shikhar Dhawan,15,15,3,0,100.00,Sunrisers Hyderabad,2015-05-04
Naman Ojha,0,3,0,0,0.00,Sunrisers Hyderabad,2015-05-04
Moises Henriques,41,33,2,2,124.24,Sunrisers Hyderabad,2015-05-04
Eoin Morgan,5,11,0,0,45.45,Sunrisers Hyderabad,2015-05-04
Hanuma Vihari,6,12,0,0,50.00,Sunrisers Hyderabad,2015-05-04
Bipul Sharma,1,2,0,0,50.00,Sunrisers Hyderabad,2015-05-04
Karn Sharma,32,20,0,3,160.00,Sunrisers Hyderabad,2015-05-04
Praveen Kumar,12,16,1,0,75.00,Sunrisers Hyderabad,2015-05-04
Bhuvneshwar Kumar,11,4,1,1,275.00,Sunrisers Hyderabad,2015-05-04
Mayank Agarwal,0,1,0,0,0.00,Delhi Daredevils,2015-05-05
Shreyas Iyer,19,18,3,0,105.56,Delhi Daredevils,2015-05-05
Jean-Paul Duminy,28,19,3,2,147.37,Delhi Daredevils,2015-05-05
Kedar Jadhav,16,15,0,1,106.67,Delhi Daredevils,2015-05-05
Yuvraj Singh,57,44,7,2,129.55,Delhi Daredevils,2015-05-05
Angelo Mathews,12,10,0,1,120.00,Delhi Daredevils,2015-05-05
Saurabh Tiwary,13,11,2,0,118.18,Delhi Daredevils,2015-05-05
Nathan Coulter-Nile,3,2,0,0,150.00,Delhi Daredevils,2015-05-05
Lendl Simmons,0,1,0,0,0.00,Mumbai Indians,2015-05-05
Parthiv Patel,13,13,1,0,100.00,Mumbai Indians,2015-05-05
Hardik Pandya,5,8,1,0,62.50,Mumbai Indians,2015-05-05
Rohit Sharma,46,37,2,3,124.32,Mumbai Indians,2015-05-05
Harbhajan Singh,5,4,1,0,125.00,Mumbai Indians,2015-05-05
Ambati Rayudu,49,40,4,1,122.50,Mumbai Indians,2015-05-05
Kieron Pollard,26,14,0,3,185.71,Mumbai Indians,2015-05-05
Chris Gayle,117,57,7,12,205.26,Royal Challengers Bangalore,2015-05-06
Virat Kohli,32,30,3,1,106.67,Royal Challengers Bangalore,2015-05-06
AB de Villiers,47,24,3,4,195.83,Royal Challengers Bangalore,2015-05-06
Dinesh Karthik,8,3,0,1,266.67,Royal Challengers Bangalore,2015-05-06
Sarfaraz Khan,11,7,1,0,157.14,Royal Challengers Bangalore,2015-05-06
Murali Vijay,2,6,0,0,33.33,Kings XI Punjab,2015-05-06
Manan Vohra,2,3,0,0,66.67,Kings XI Punjab,2015-05-06
Wriddhiman Saha,13,11,1,1,118.18,Kings XI Punjab,2015-05-06
Glenn Maxwell,1,5,0,0,20.00,Kings XI Punjab,2015-05-06
David Miller,7,10,1,0,70.00,Kings XI Punjab,2015-05-06
George Bailey,2,4,0,0,50.00,Kings XI Punjab,2015-05-06
Axar Patel,40,21,5,2,190.48,Kings XI Punjab,2015-05-06
Mitchell Johnson,1,4,0,0,25.00,Kings XI Punjab,2015-05-06
Anureet Singh,0,2,0,0,0.00,Kings XI Punjab,2015-05-06
Karanveer Singh,4,7,0,0,57.14,Kings XI Punjab,2015-05-06
Shikhar Dhawan,54,35,6,2,154.29,Sunrisers Hyderabad,2015-05-07
David Warner,24,18,5,0,133.33,Sunrisers Hyderabad,2015-05-07
Moises Henriques,20,21,3,0,95.24,Sunrisers Hyderabad,2015-05-07
Eoin Morgan,63,28,4,5,225.00,Sunrisers Hyderabad,2015-05-07
Ravi Bopara,17,12,2,0,141.67,Sunrisers Hyderabad,2015-05-07
Naman Ojha,8,6,1,0,133.33,Sunrisers Hyderabad,2015-05-07
Ajinkya Rahane,8,6,2,0,133.33,Rajasthan Royals,2015-05-07
Shane Watson,12,12,3,0,100.00,Rajasthan Royals,2015-05-07
Steven Smith,68,40,9,2,170.00,Rajasthan Royals,2015-05-07
Karun Nair,4,10,0,0,40.00,Rajasthan Royals,2015-05-07
Deepak Hooda,7,9,0,0,77.78,Rajasthan Royals,2015-05-07
James Faulkner,30,19,2,2,157.89,Rajasthan Royals,2015-05-07
Sanju Samson,21,10,0,3,210.00,Rajasthan Royals,2015-05-07
Stuart Binny,3,3,0,0,100.00,Rajasthan Royals,2015-05-07
Chris Morris,34,11,2,3,309.09,Rajasthan Royals,2015-05-07
Robin Uthappa,32,31,4,1,103.23,Kolkata Knight Riders,2015-05-07
Gautam Gambhir,12,10,2,0,120.00,Kolkata Knight Riders,2015-05-07
Manish Pandey,22,19,1,1,115.79,Kolkata Knight Riders,2015-05-07
Piyush Chawla,22,19,1,1,115.79,Kolkata Knight Riders,2015-05-07
Yusuf Pathan,42,24,3,3,175.00,Kolkata Knight Riders,2015-05-07
Andre Russell,5,5,1,0,100.00,Kolkata Knight Riders,2015-05-07
Suryakumar Yadav,7,7,0,0,100.00,Kolkata Knight Riders,2015-05-07
Johan Botha,17,5,4,0,340.00,Kolkata Knight Riders,2015-05-07
Manoj Tiwary,25,28,3,1,89.29,Delhi Daredevils,2015-05-07
Shreyas Iyer,40,35,3,2,114.29,Delhi Daredevils,2015-05-07
Jean-Paul Duminy,25,16,2,1,156.25,Delhi Daredevils,2015-05-07
Kedar Jadhav,10,6,0,1,166.67,Delhi Daredevils,2015-05-07
Yuvraj Singh,0,3,0,0,0.00,Delhi Daredevils,2015-05-07
Angelo Mathews,22,15,2,1,146.67,Delhi Daredevils,2015-05-07
Saurabh Tiwary,24,15,3,1,160.00,Delhi Daredevils,2015-05-07
Albie Morkel,5,2,1,0,250.00,Delhi Daredevils,2015-05-07
Dwayne Smith,27,34,4,0,79.41,Chennai Super Kings,2015-05-08
Brendon McCullum,23,11,3,1,209.09,Chennai Super Kings,2015-05-08
Suresh Raina,10,10,1,0,100.00,Chennai Super Kings,2015-05-08
Faf du Plessis,17,16,0,1,106.25,Chennai Super Kings,2015-05-08
MS Dhoni,39,32,2,2,121.88,Chennai Super Kings,2015-05-08
Pawan Negi,36,17,4,1,211.76,Chennai Super Kings,2015-05-08
Lendl Simmons,38,31,3,2,122.58,Mumbai Indians,2015-05-08
Parthiv Patel,45,32,6,0,140.63,Mumbai Indians,2015-05-08
Rohit Sharma,18,22,0,0,81.82,Mumbai Indians,2015-05-08
Kieron Pollard,1,4,0,0,25.00,Mumbai Indians,2015-05-08
Ambati Rayudu,34,19,1,3,178.95,Mumbai Indians,2015-05-08
Hardik Pandya,21,8,0,3,262.50,Mumbai Indians,2015-05-08
Murali Vijay,28,21,4,1,133.33,Kings XI Punjab,2015-05-09
Manan Vohra,39,34,1,3,114.71,Kings XI Punjab,2015-05-09
Wriddhiman Saha,33,25,0,2,132.00,Kings XI Punjab,2015-05-09
Glenn Maxwell,43,22,4,3,195.45,Kings XI Punjab,2015-05-09
David Miller,27,11,2,2,245.45,Kings XI Punjab,2015-05-09
Gurkeerat Singh Mann,4,7,0,0,57.14,Kings XI Punjab,2015-05-09
George Bailey,0,0,0,0,0.00,Kings XI Punjab,2015-05-09
Robin Uthappa,17,11,3,0,154.55,Kolkata Knight Riders,2015-05-09
Gautam Gambhir,24,23,4,0,104.35,Kolkata Knight Riders,2015-05-09
Manish Pandey,22,15,4,0,146.67,Kolkata Knight Riders,2015-05-09
Suryakumar Yadav,9,9,1,0,100.00,Kolkata Knight Riders,2015-05-09
Yusuf Pathan,29,19,1,3,152.63,Kolkata Knight Riders,2015-05-09
Andre Russell,51,21,5,4,242.86,Kolkata Knight Riders,2015-05-09
Johan Botha,2,4,0,0,50.00,Kolkata Knight Riders,2015-05-09
Piyush Chawla,18,11,2,1,163.64,Kolkata Knight Riders,2015-05-09
Brad Hogg,5,5,0,0,100.00,Kolkata Knight Riders,2015-05-09
Umesh Yadav,0,0,0,0,0.00,Kolkata Knight Riders,2015-05-09
Shikhar Dhawan,13,10,2,0,130.00,Sunrisers Hyderabad,2015-05-09
David Warner,17,15,1,1,113.33,Sunrisers Hyderabad,2015-05-09
Moises Henriques,74,46,1,5,160.87,Sunrisers Hyderabad,2015-05-09
Eoin Morgan,22,25,2,0,88.00,Sunrisers Hyderabad,2015-05-09
Karn Sharma,16,13,2,0,123.08,Sunrisers Hyderabad,2015-05-09
Ravi Bopara,17,11,1,0,154.55,Sunrisers Hyderabad,2015-05-09
Quinton de Kock,50,31,9,1,161.29,Delhi Daredevils,2015-05-09
Shreyas Iyer,0,7,0,0,0.00,Delhi Daredevils,2015-05-09
Jean-Paul Duminy,12,16,0,0,75.00,Delhi Daredevils,2015-05-09
Yuvraj Singh,2,7,0,0,28.57,Delhi Daredevils,2015-05-09
Kedar Jadhav,63,34,8,2,185.29,Delhi Daredevils,2015-05-09
Saurabh Tiwary,26,25,2,1,104.00,Delhi Daredevils,2015-05-09
Chris Gayle,13,12,1,1,108.33,Royal Challengers Bangalore,2015-05-10
Virat Kohli,82,50,6,4,164.00,Royal Challengers Bangalore,2015-05-10
AB de Villiers,133,59,19,4,225.42,Royal Challengers Bangalore,2015-05-10
Parthiv Patel,19,11,3,0,172.73,Mumbai Indians,2015-05-10
Lendl Simmons,68,53,5,3,128.30,Mumbai Indians,2015-05-10
Rohit Sharma,15,13,1,1,115.38,Mumbai Indians,2015-05-10
Kieron Pollard,49,24,6,2,204.17,Mumbai Indians,2015-05-10
Hardik Pandya,8,4,0,1,200.00,Mumbai Indians,2015-05-10
Ambati Rayudu,14,4,0,2,350.00,Mumbai Indians,2015-05-10
Harbhajan Singh,3,3,0,0,100.00,Mumbai Indians,2015-05-10
Jagadeesha Suchith,4,4,0,0,100.00,Mumbai Indians,2015-05-10
Mitchell McClenaghan,12,4,0,2,300.00,Mumbai Indians,2015-05-10
Dwayne Smith,6,10,1,0,60.00,Chennai Super Kings,2015-05-10
Brendon McCullum,81,61,7,4,132.79,Chennai Super Kings,2015-05-10
Suresh Raina,3,6,0,0,50.00,Chennai Super Kings,2015-05-10
Faf du Plessis,29,25,3,0,116.00,Chennai Super Kings,2015-05-10
Pawan Negi,2,3,0,0,66.67,Chennai Super Kings,2015-05-10
MS Dhoni,13,7,1,1,185.71,Chennai Super Kings,2015-05-10
Dwayne Bravo,15,8,2,0,187.50,Chennai Super Kings,2015-05-10
Ajinkya Rahane,23,17,4,0,135.29,Rajasthan Royals,2015-05-10
Shane Watson,28,30,2,0,93.33,Rajasthan Royals,2015-05-10
Steven Smith,4,6,0,0,66.67,Rajasthan Royals,2015-05-10
Karun Nair,10,12,1,0,83.33,Rajasthan Royals,2015-05-10
Deepak Hooda,15,14,1,0,107.14,Rajasthan Royals,2015-05-10
Sanju Samson,26,17,1,2,152.94,Rajasthan Royals,2015-05-10
James Faulkner,16,13,2,0,123.08,Rajasthan Royals,2015-05-10
Chris Morris,16,10,0,1,160.00,Rajasthan Royals,2015-05-10
Rajat Bhatia,0,1,0,0,0.00,Rajasthan Royals,2015-05-10
Ankit Sharma,0,1,0,0,0.00,Rajasthan Royals,2015-05-10
David Warner,81,52,6,5,155.77,Sunrisers Hyderabad,2015-05-11
Shikhar Dhawan,24,18,4,0,133.33,Sunrisers Hyderabad,2015-05-11
Moises Henriques,28,24,4,0,116.67,Sunrisers Hyderabad,2015-05-11
Eoin Morgan,17,7,1,2,242.86,Sunrisers Hyderabad,2015-05-11
Naman Ojha,2,3,0,0,66.67,Sunrisers Hyderabad,2015-05-11
KL Rahul,17,10,1,1,170.00,Sunrisers Hyderabad,2015-05-11
Karn Sharma,11,7,0,1,157.14,Sunrisers Hyderabad,2015-05-11
Murali Vijay,24,18,4,1,133.33,Kings XI Punjab,2015-05-11
Manan Vohra,20,15,2,1,133.33,Kings XI Punjab,2015-05-11
Wriddhiman Saha,5,10,0,0,50.00,Kings XI Punjab,2015-05-11
Glenn Maxwell,11,6,1,1,183.33,Kings XI Punjab,2015-05-11
David Miller,89,44,2,9,202.27,Kings XI Punjab,2015-05-11
George Bailey,6,11,0,0,54.55,Kings XI Punjab,2015-05-11
Gurkeerat Singh Mann,3,5,0,0,60.00,Kings XI Punjab,2015-05-11
Axar Patel,15,11,2,0,136.36,Kings XI Punjab,2015-05-11
Beuran Hendricks,0,0,0,0,0.00,Kings XI Punjab,2015-05-11
Dwayne Smith,18,24,2,1,75.00,Chennai Super Kings,2015-05-12
Brendon McCullum,11,21,1,0,52.38,Chennai Super Kings,2015-05-12
Suresh Raina,11,8,1,0,137.50,Chennai Super Kings,2015-05-12
Faf du Plessis,29,23,3,0,126.09,Chennai Super Kings,2015-05-12
MS Dhoni,27,24,3,1,112.50,Chennai Super Kings,2015-05-12
Dwayne Bravo,8,8,0,1,100.00,Chennai Super Kings,2015-05-12
Pawan Negi,5,8,0,0,62.50,Chennai Super Kings,2015-05-12
Ravindra Jadeja,3,4,0,0,75.00,Chennai Super Kings,2015-05-12
Quinton de Kock,3,7,0,0,42.86,Delhi Daredevils,2015-05-12
Shreyas Iyer,70,49,10,1,142.86,Delhi Daredevils,2015-05-12
Jean-Paul Duminy,6,7,1,0,85.71,Delhi Daredevils,2015-05-12
Yuvraj Singh,32,28,4,1,114.29,Delhi Daredevils,2015-05-12
Albie Morkel,8,8,0,1,100.00,Delhi Daredevils,2015-05-12
Kedar Jadhav,1,1,0,0,100.00,Delhi Daredevils,2015-05-12
Wriddhiman Saha,31,12,5,1,258.33,Kings XI Punjab,2015-05-13
Manan Vohra,11,6,0,1,183.33,Kings XI Punjab,2015-05-13
