Name,Runs,Balls,Fours,Sixes,Strike Rate,Team,Date
Ruturaj Gaikwad,0,4,0,0,0.00,Chennai Super Kings,2022-03-26
Conway,3,8,0,0,37.50,Chennai Super Kings,2022-03-26
Uthappa,28,21,2,2,133.33,Chennai Super Kings,2022-03-26
Rayudu,15,17,1,1,88.24,Chennai Super Kings,2022-03-26
Ravindra Jadeja (c),26,28,0,1,92.86,Chennai Super Kings,2022-03-26
Shivam Dube,3,6,0,0,50.00,Chennai Super Kings,2022-03-26
Dhoni (wk),50,38,7,1,131.58,Chennai Super Kings,2022-03-26
Ajinkya Rahane,44,34,6,1,129.41,Kolkata Knight Riders,2022-03-26
Venkatesh Iyer,16,16,2,0,100.00,Kolkata Knight Riders,2022-03-26
Nitish Rana,21,17,2,1,123.53,Kolkata Knight Riders,2022-03-26
Shreyas Iyer (c),20,19,1,0,105.26,Kolkata Knight Riders,2022-03-26
Sam Billings,25,22,1,1,113.64,Kolkata Knight Riders,2022-03-26
Sheldon Jackson (wk),3,3,0,0,100.00,Kolkata Knight Riders,2022-03-26
Rohit (c),41,32,4,2,128.12,Mumbai Indians,2022-03-27
Ishan Kishan (wk),81,48,11,2,168.75,Mumbai Indians,2022-03-27
Anmolpreet Singh,8,9,0,0,88.89,Mumbai Indians,2022-03-27
Tilak Varma,22,15,3,0,146.67,Mumbai Indians,2022-03-27
Pollard,3,6,0,0,50.00,Mumbai Indians,2022-03-27
Tim David,12,8,0,1,150.00,Mumbai Indians,2022-03-27
Daniel Sams,7,2,0,1,350.00,Mumbai Indians,2022-03-27
Prithvi Shaw,38,24,4,2,158.33,Delhi Capitals,2022-03-27
Tim Seifert,21,14,4,0,150.00,Delhi Capitals,2022-03-27
Mandeep Singh,0,2,0,0,0.00,Delhi Capitals,2022-03-27
Rishabh Pant (c & wk),1,2,0,0,50.00,Delhi Capitals,2022-03-27
Lalit Yadav,48,38,4,2,126.32,Delhi Capitals,2022-03-27
Rovman Powell,0,2,0,0,0.00,Delhi Capitals,2022-03-27
Shardul Thakur,22,11,4,0,200.00,Delhi Capitals,2022-03-27
Axar Patel,38,17,2,3,223.53,Delhi Capitals,2022-03-27
du Plessis (c),88,57,3,7,154.39,Royal Challengers Bangalore,2022-03-27
Anuj Rawat,21,20,2,1,105.00,Royal Challengers Bangalore,2022-03-27
Kohli,41,29,1,2,141.38,Royal Challengers Bangalore,2022-03-27
Karthik (wk),32,14,3,3,228.57,Royal Challengers Bangalore,2022-03-27
Mayank Agarwal (c),32,24,2,2,133.33,Punjab Kings,2022-03-27
Shikhar Dhawan,43,29,5,1,148.28,Punjab Kings,2022-03-27
Bhanuka Rajapaksa (wk),43,22,2,4,195.45,Punjab Kings,2022-03-27
Liam Livingstone,19,10,0,2,190.00,Punjab Kings,2022-03-27
Raj Bawa,0,1,0,0,0.00,Punjab Kings,2022-03-27
Shahrukh Khan,24,20,1,2,120.00,Punjab Kings,2022-03-27
Odean Smith,25,8,1,3,312.50,Punjab Kings,2022-03-27
Rahul (c),0,1,0,0,0.00,Lucknow Super Giants,2022-03-28
de Kock (wk),7,9,1,0,77.78,Lucknow Super Giants,2022-03-28
Lewis,10,9,2,0,111.11,Lucknow Super Giants,2022-03-28
Manish Pandey,6,5,1,0,120.00,Lucknow Super Giants,2022-03-28
Deepak Hooda,55,41,6,2,134.15,Lucknow Super Giants,2022-03-28
Ayush Badoni,54,41,4,3,131.71,Lucknow Super Giants,2022-03-28
Krunal Pandya,21,13,3,0,161.54,Lucknow Super Giants,2022-03-28
Chameera,1,1,0,0,100.00,Lucknow Super Giants,2022-03-28
Shubman Gill,0,3,0,0,0.00,Gujarat Titans,2022-03-28
Matthew Wade (wk),30,29,4,0,103.45,Gujarat Titans,2022-03-28
Vijay Shankar,4,6,0,0,66.67,Gujarat Titans,2022-03-28
Hardik Pandya (c),33,28,5,1,117.86,Gujarat Titans,2022-03-28
David Miller,30,21,1,2,142.86,Gujarat Titans,2022-03-28
Rahul Tewatia,40,24,5,2,166.67,Gujarat Titans,2022-03-28
Abhinav Manohar,15,7,3,0,214.29,Gujarat Titans,2022-03-28
Jos Buttler,35,28,3,3,125.00,Rajasthan Royals,2022-03-29
Jaiswal,20,16,2,1,125.00,Rajasthan Royals,2022-03-29
Samson (c & wk),55,27,3,5,203.70,Rajasthan Royals,2022-03-29
Padikkal,41,29,4,2,141.38,Rajasthan Royals,2022-03-29
Hetmyer,32,13,2,3,246.15,Rajasthan Royals,2022-03-29
Riyan Parag,12,9,2,0,133.33,Rajasthan Royals,2022-03-29
Coulter-Nile,1,2,0,0,50.00,Rajasthan Royals,2022-03-29
Kane Williamson (c),2,7,0,0,28.57,Sunrisers Hyderabad,2022-03-29
Abhishek Sharma,9,19,1,0,47.37,Sunrisers Hyderabad,2022-03-29
Rahul Tripathi,0,3,0,0,0.00,Sunrisers Hyderabad,2022-03-29
Nicholas Pooran (wk),0,9,0,0,0.00,Sunrisers Hyderabad,2022-03-29
Aiden Markram,57,41,5,2,139.02,Sunrisers Hyderabad,2022-03-29
Abdul Samad,4,6,0,0,66.67,Sunrisers Hyderabad,2022-03-29
Romario Shepherd,24,18,0,2,133.33,Sunrisers Hyderabad,2022-03-29
Washington Sundar,40,14,5,2,285.71,Sunrisers Hyderabad,2022-03-29
Bhuvneshwar Kumar,3,4,0,0,75.00,Sunrisers Hyderabad,2022-03-29
Rahane,9,10,1,0,90.00,Kolkata Knight Riders,2022-03-30
Venkatesh Iyer,10,14,1,0,71.43,Kolkata Knight Riders,2022-03-30
Shreyas Iyer (c),13,10,2,0,130.00,Kolkata Knight Riders,2022-03-30
Nitish Rana,10,5,1,1,200.00,Kolkata Knight Riders,2022-03-30
Narine,12,8,1,1,150.00,Kolkata Knight Riders,2022-03-30
Billings,14,15,0,1,93.33,Kolkata Knight Riders,2022-03-30
Jackson (wk),0,1,0,0,0.00,Kolkata Knight Riders,2022-03-30
Russell,25,18,1,3,138.89,Kolkata Knight Riders,2022-03-30
Southee,1,5,0,0,20.00,Kolkata Knight Riders,2022-03-30
Umesh,18,12,2,1,150.00,Kolkata Knight Riders,2022-03-30
Faf du Plessis (c),5,4,1,0,125.00,Royal Challengers Bangalore,2022-03-30
Anuj Rawat,0,2,0,0,0.00,Royal Challengers Bangalore,2022-03-30
Virat Kohli,12,7,2,0,171.43,Royal Challengers Bangalore,2022-03-30
David Willey,18,28,3,0,64.29,Royal Challengers Bangalore,2022-03-30
Sherfane Rutherford,28,40,1,1,70.00,Royal Challengers Bangalore,2022-03-30
Shahbaz Ahmed,27,20,0,3,135.00,Royal Challengers Bangalore,2022-03-30
Dinesh Karthik (wk),14,7,1,1,200.00,Royal Challengers Bangalore,2022-03-30
Wanindu Hasaranga,4,3,1,0,133.33,Royal Challengers Bangalore,2022-03-30
Harshal Patel,10,6,2,0,166.67,Royal Challengers Bangalore,2022-03-30
Uthappa,50,27,8,1,185.19,Chennai Super Kings,2022-03-31
Ruturaj Gaikwad,1,4,0,0,25.00,Chennai Super Kings,2022-03-31
Moeen,35,22,4,2,159.09,Chennai Super Kings,2022-03-31
Shivam Dube,49,30,5,2,163.33,Chennai Super Kings,2022-03-31
Rayudu,27,20,2,2,135.00,Chennai Super Kings,2022-03-31
Ravindra Jadeja (c),17,9,3,0,188.89,Chennai Super Kings,2022-03-31
Dhoni (wk),16,6,2,1,266.67,Chennai Super Kings,2022-03-31
Pretorius,0,1,0,0,0.00,Chennai Super Kings,2022-03-31
DJ Bravo,1,1,0,0,100.00,Chennai Super Kings,2022-03-31
KL Rahul (c),40,26,2,3,153.85,Lucknow Super Giants,2022-03-31
Quinton de Kock (wk),61,45,9,0,135.56,Lucknow Super Giants,2022-03-31
Manish Pandey,5,6,0,0,83.33,Lucknow Super Giants,2022-03-31
Evin Lewis,55,23,6,3,239.13,Lucknow Super Giants,2022-03-31
Deepak Hooda,13,8,1,1,162.50,Lucknow Super Giants,2022-03-31
Ayush Badoni,19,9,0,2,211.11,Lucknow Super Giants,2022-03-31
Mayank Agarwal (c),1,5,0,0,20.00,Punjab Kings,2022-04-01
Dhawan,16,15,1,1,106.67,Punjab Kings,2022-04-01
B Rajapaksa (wk),31,9,3,3,344.44,Punjab Kings,2022-04-01
Livingstone,19,16,1,1,118.75,Punjab Kings,2022-04-01
Raj Bawa,11,13,1,0,84.62,Punjab Kings,2022-04-01
Shahrukh Khan,0,5,0,0,0.00,Punjab Kings,2022-04-01
Harpreet Brar,14,18,1,1,77.78,Punjab Kings,2022-04-01
Odean Smith,9,12,0,1,75.00,Punjab Kings,2022-04-01
Rahul Chahar,0,2,0,0,0.00,Punjab Kings,2022-04-01
Rabada,25,16,4,1,156.25,Punjab Kings,2022-04-01
Ajinkya Rahane,12,11,3,0,109.09,Kolkata Knight Riders,2022-04-01
Venkatesh Iyer,3,7,0,0,42.86,Kolkata Knight Riders,2022-04-01
Shreyas Iyer (c),26,15,5,0,173.33,Kolkata Knight Riders,2022-04-01
Sam Billings (wk),24,23,1,1,104.35,Kolkata Knight Riders,2022-04-01
Nitish Rana,0,2,0,0,0.00,Kolkata Knight Riders,2022-04-01
Andre Russell,70,31,2,8,225.81,Kolkata Knight Riders,2022-04-01
Jos Buttler,100,68,11,5,147.06,Rajasthan Royals,2022-04-02
Jaiswal,1,2,0,0,50.00,Rajasthan Royals,2022-04-02
Padikkal,7,7,1,0,100.00,Rajasthan Royals,2022-04-02
Samson (c & wk),30,21,1,3,142.86,Rajasthan Royals,2022-04-02
Hetmyer,35,14,3,3,250.00,Rajasthan Royals,2022-04-02
Riyan Parag,5,4,1,0,125.00,Rajasthan Royals,2022-04-02
Ashwin,1,1,0,0,100.00,Rajasthan Royals,2022-04-02
Navdeep Saini,2,2,0,0,100.00,Rajasthan Royals,2022-04-02
Boult,1,1,0,0,100.00,Rajasthan Royals,2022-04-02
Ishan Kishan (wk),54,43,5,1,125.58,Mumbai Indians,2022-04-02
Rohit Sharma (c),10,5,0,1,200.00,Mumbai Indians,2022-04-02
Anmolpreet Singh,5,4,1,0,125.00,Mumbai Indians,2022-04-02
Tilak Varma,61,33,3,5,184.85,Mumbai Indians,2022-04-02
Kieron Pollard,22,24,3,1,91.67,Mumbai Indians,2022-04-02
Tim David,1,3,0,0,33.33,Mumbai Indians,2022-04-02
Daniel Sams,0,1,0,0,0.00,Mumbai Indians,2022-04-02
Murugan Ashwin,6,8,1,0,75.00,Mumbai Indians,2022-04-02
Jasprit Bumrah,0,1,0,0,0.00,Mumbai Indians,2022-04-02
Wade (wk),1,2,0,0,50.00,Gujarat Titans,2022-04-02
Shubman Gill,84,46,6,4,182.61,Gujarat Titans,2022-04-02
Vijay Shankar,13,20,1,0,65.00,Gujarat Titans,2022-04-02
Hardik Pandya (c),31,27,4,0,114.81,Gujarat Titans,2022-04-02
Miller,20,15,2,0,133.33,Gujarat Titans,2022-04-02
Rahul Tewatia,14,8,1,1,175.00,Gujarat Titans,2022-04-02
Abhinav Manohar,1,2,0,0,50.00,Gujarat Titans,2022-04-02
Rashid Khan,0,1,0,0,0.00,Gujarat Titans,2022-04-02
Prithvi Shaw,10,7,1,0,142.86,Delhi Capitals,2022-04-02
Tim Seifert,3,5,0,0,60.00,Delhi Capitals,2022-04-02
Mandeep Singh,18,16,4,0,112.50,Delhi Capitals,2022-04-02
Rishabh Pant (c & wk),43,29,7,0,148.28,Delhi Capitals,2022-04-02
Lalit Yadav,25,22,2,1,113.64,Delhi Capitals,2022-04-02
Rovman Powell,20,12,2,1,166.67,Delhi Capitals,2022-04-02
Axar Patel,8,4,2,0,200.00,Delhi Capitals,2022-04-02
Shardul Thakur,2,5,0,0,40.00,Delhi Capitals,2022-04-02
Kuldeep Yadav,14,14,0,1,100.00,Delhi Capitals,2022-04-02
Khaleel Ahmed,0,1,0,0,0.00,Delhi Capitals,2022-04-02
Mayank Agarwal (c),4,2,1,0,200.00,Punjab Kings,2022-04-03
Dhawan,33,24,4,1,137.50,Punjab Kings,2022-04-03
B Rajapaksa,9,5,0,1,180.00,Punjab Kings,2022-04-03
Livingstone,60,32,5,5,187.50,Punjab Kings,2022-04-03
Jitesh Sharma (wk),26,17,0,3,152.94,Punjab Kings,2022-04-03
Shahrukh Khan,6,11,0,0,54.55,Punjab Kings,2022-04-03
Odean Smith,3,7,0,0,42.86,Punjab Kings,2022-04-03
Rabada,12,12,1,0,100.00,Punjab Kings,2022-04-03
Rahul Chahar,12,8,1,1,150.00,Punjab Kings,2022-04-03
Vaibhav Arora,1,2,0,0,50.00,Punjab Kings,2022-04-03
Robin Uthappa,13,10,2,0,130.00,Chennai Super Kings,2022-04-03
Ruturaj Gaikwad,1,4,0,0,25.00,Chennai Super Kings,2022-04-03
Moeen Ali,0,2,0,0,0.00,Chennai Super Kings,2022-04-03
Ambati Rayudu,13,21,2,0,61.90,Chennai Super Kings,2022-04-03
Ravindra Jadeja (c),0,3,0,0,0.00,Chennai Super Kings,2022-04-03
Shivam Dube,57,30,6,3,190.00,Chennai Super Kings,2022-04-03
MS Dhoni (wk),23,28,1,1,82.14,Chennai Super Kings,2022-04-03
Dwayne Bravo,0,1,0,0,0.00,Chennai Super Kings,2022-04-03
Dwaine Pretorius,8,4,0,1,200.00,Chennai Super Kings,2022-04-03
Chris Jordan,5,5,0,0,100.00,Chennai Super Kings,2022-04-03
Rahul (c),68,50,6,1,136.00,Lucknow Super Giants,2022-04-04
de Kock (wk),1,4,0,0,25.00,Lucknow Super Giants,2022-04-04
Lewis,1,5,0,0,20.00,Lucknow Super Giants,2022-04-04
Manish Pandey,11,10,1,1,110.00,Lucknow Super Giants,2022-04-04
Deepak Hooda,51,33,3,3,154.55,Lucknow Super Giants,2022-04-04
Ayush Badoni,19,12,3,0,158.33,Lucknow Super Giants,2022-04-04
Krunal Pandya,6,3,1,0,200.00,Lucknow Super Giants,2022-04-04
Holder,8,3,0,1,266.67,Lucknow Super Giants,2022-04-04
Abhishek Sharma,13,11,2,0,118.18,Sunrisers Hyderabad,2022-04-04
Kane Williamson (c),16,16,1,1,100.00,Sunrisers Hyderabad,2022-04-04
Rahul Tripathi,44,30,5,1,146.67,Sunrisers Hyderabad,2022-04-04
Aiden Markram,12,14,0,0,85.71,Sunrisers Hyderabad,2022-04-04
Nicholas Pooran (wk),34,24,3,2,141.67,Sunrisers Hyderabad,2022-04-04
Washington Sundar,18,14,1,0,128.57,Sunrisers Hyderabad,2022-04-04
Abdul Samad,0,1,0,0,0.00,Sunrisers Hyderabad,2022-04-04
Romario Shepherd,8,8,0,1,100.00,Sunrisers Hyderabad,2022-04-04
Bhuvneshwar Kumar,1,2,0,0,50.00,Sunrisers Hyderabad,2022-04-04
Umran Malik,1,1,0,0,100.00,Sunrisers Hyderabad,2022-04-04
Jos Buttler,70,47,0,6,148.94,Rajasthan Royals,2022-04-05
Jaiswal,4,6,0,0,66.67,Rajasthan Royals,2022-04-05
Padikkal,37,29,2,2,127.59,Rajasthan Royals,2022-04-05
Samson (c & wk),8,8,0,1,100.00,Rajasthan Royals,2022-04-05
Hetmyer,42,31,4,2,135.48,Rajasthan Royals,2022-04-05
Faf du Plessis (c),29,20,5,0,145.00,Royal Challengers Bangalore,2022-04-05
Anuj Rawat,26,25,4,0,104.00,Royal Challengers Bangalore,2022-04-05
Virat Kohli,5,6,0,0,83.33,Royal Challengers Bangalore,2022-04-05
David Willey,0,2,0,0,0.00,Royal Challengers Bangalore,2022-04-05
Sherfane Rutherford,5,10,0,0,50.00,Royal Challengers Bangalore,2022-04-05
Shahbaz Ahmed,45,26,4,3,173.08,Royal Challengers Bangalore,2022-04-05
Dinesh Karthik (wk),44,23,7,1,191.30,Royal Challengers Bangalore,2022-04-05
Harshal Patel,9,4,0,1,225.00,Royal Challengers Bangalore,2022-04-05
Rohit (c),3,12,0,0,25.00,Mumbai Indians,2022-04-06
Ishan Kishan (wk),14,21,1,0,66.67,Mumbai Indians,2022-04-06
Dewald Brevis,29,19,2,2,152.63,Mumbai Indians,2022-04-06
Suryakumar Yadav,52,36,5,2,144.44,Mumbai Indians,2022-04-06
Tilak Varma,38,27,3,2,140.74,Mumbai Indians,2022-04-06
Pollard,22,5,0,3,440.00,Mumbai Indians,2022-04-06
Ajinkya Rahane,7,11,0,0,63.64,Kolkata Knight Riders,2022-04-06
Venkatesh Iyer,50,41,6,1,121.95,Kolkata Knight Riders,2022-04-06
Shreyas Iyer (c),10,6,2,0,166.67,Kolkata Knight Riders,2022-04-06
Sam Billings (wk),17,12,0,2,141.67,Kolkata Knight Riders,2022-04-06
Nitish Rana,8,7,0,1,114.29,Kolkata Knight Riders,2022-04-06
Andre Russell,11,5,1,1,220.00,Kolkata Knight Riders,2022-04-06
Pat Cummins,56,15,4,6,373.33,Kolkata Knight Riders,2022-04-06
Prithvi Shaw,61,34,9,2,179.41,Delhi Capitals,2022-04-07
Warner,4,12,0,0,33.33,Delhi Capitals,2022-04-07
Rovman Powell,3,10,0,0,30.00,Delhi Capitals,2022-04-07
Pant (c & wk),39,36,3,2,108.33,Delhi Capitals,2022-04-07
Sarfaraz Khan,36,28,3,0,128.57,Delhi Capitals,2022-04-07
KL Rahul (c),24,25,1,1,96.00,Lucknow Super Giants,2022-04-07
Quinton de Kock (wk),80,52,9,2,153.85,Lucknow Super Giants,2022-04-07
Evin Lewis,5,13,0,0,38.46,Lucknow Super Giants,2022-04-07
Deepak Hooda,11,13,0,0,84.62,Lucknow Super Giants,2022-04-07
Krunal Pandya,19,14,0,1,135.71,Lucknow Super Giants,2022-04-07
Ayush Badoni,10,3,1,1,333.33,Lucknow Super Giants,2022-04-07
Mayank Agarwal (c),5,9,1,0,55.56,Punjab Kings,2022-04-08
Dhawan,35,30,4,0,116.67,Punjab Kings,2022-04-08
Bairstow (wk),8,8,2,0,100.00,Punjab Kings,2022-04-08
Livingstone,64,27,7,4,237.04,Punjab Kings,2022-04-08
Jitesh Sharma,23,11,1,2,209.09,Punjab Kings,2022-04-08
Odean Smith,0,1,0,0,0.00,Punjab Kings,2022-04-08
Shahrukh Khan,15,8,0,2,187.50,Punjab Kings,2022-04-08
Rabada,1,1,0,0,100.00,Punjab Kings,2022-04-08
Rahul Chahar,22,14,2,1,157.14,Punjab Kings,2022-04-08
Vaibhav Arora,2,6,0,0,33.33,Punjab Kings,2022-04-08
Matthew Wade (wk),6,7,1,0,85.71,Gujarat Titans,2022-04-08
Shubman Gill,96,59,11,1,162.71,Gujarat Titans,2022-04-08
Sai Sudharsan,35,30,4,1,116.67,Gujarat Titans,2022-04-08
Hardik Pandya (c),27,18,5,0,150.00,Gujarat Titans,2022-04-08
David Miller,6,4,1,0,150.00,Gujarat Titans,2022-04-08
Rahul Tewatia,13,3,0,2,433.33,Gujarat Titans,2022-04-08
Uthappa,15,11,1,0,136.36,Chennai Super Kings,2022-04-09
Ruturaj Gaikwad,16,13,3,0,123.08,Chennai Super Kings,2022-04-09
Moeen,48,35,3,2,137.14,Chennai Super Kings,2022-04-09
Rayudu,27,27,4,0,100.00,Chennai Super Kings,2022-04-09
Shivam Dube,3,5,0,0,60.00,Chennai Super Kings,2022-04-09
Ravindra Jadeja (c),23,15,2,1,153.33,Chennai Super Kings,2022-04-09
Dhoni (wk),3,6,0,0,50.00,Chennai Super Kings,2022-04-09
DJ Bravo,8,5,1,0,160.00,Chennai Super Kings,2022-04-09
Chris Jordan,6,3,0,0,200.00,Chennai Super Kings,2022-04-09
Abhishek Sharma,75,50,5,3,150.00,Sunrisers Hyderabad,2022-04-09
Kane Williamson (c),32,40,2,1,80.00,Sunrisers Hyderabad,2022-04-09
Rahul Tripathi,39,15,5,2,260.00,Sunrisers Hyderabad,2022-04-09
Nicholas Pooran (wk),5,2,1,0,250.00,Sunrisers Hyderabad,2022-04-09
Ishan Kishan (wk),26,28,3,0,92.86,Mumbai Indians,2022-04-09
Rohit (c),26,15,4,1,173.33,Mumbai Indians,2022-04-09
Dewald Brevis,8,11,1,0,72.73,Mumbai Indians,2022-04-09
Suryakumar Yadav,68,37,5,6,183.78,Mumbai Indians,2022-04-09
Tilak Varma,0,3,0,0,0.00,Mumbai Indians,2022-04-09
Pollard,0,1,0,0,0.00,Mumbai Indians,2022-04-09
Ramandeep Singh,6,12,0,0,50.00,Mumbai Indians,2022-04-09
Unadkat,13,14,1,0,92.86,Mumbai Indians,2022-04-09
Faf du Plessis (c),16,24,1,0,66.67,Royal Challengers Bangalore,2022-04-09
Anuj Rawat,66,47,2,6,140.43,Royal Challengers Bangalore,2022-04-09
Virat Kohli,48,36,5,0,133.33,Royal Challengers Bangalore,2022-04-09
Dinesh Karthik (wk),7,2,0,1,350.00,Royal Challengers Bangalore,2022-04-09
Glenn Maxwell,8,2,2,0,400.00,Royal Challengers Bangalore,2022-04-09
Prithvi Shaw,51,29,7,2,175.86,Delhi Capitals,2022-04-10
Warner,61,45,6,2,135.56,Delhi Capitals,2022-04-10
Pant (c & wk),27,14,2,2,192.86,Delhi Capitals,2022-04-10
Lalit Yadav,1,4,0,0,25.00,Delhi Capitals,2022-04-10
Rovman Powell,8,6,0,1,133.33,Delhi Capitals,2022-04-10
Axar,22,14,2,1,157.14,Delhi Capitals,2022-04-10
Thakur,29,11,1,3,263.64,Delhi Capitals,2022-04-10
Ajinkya Rahane,8,14,1,0,57.14,Kolkata Knight Riders,2022-04-10
Venkatesh Iyer,18,8,1,2,225.00,Kolkata Knight Riders,2022-04-10
Shreyas Iyer (c),54,33,5,2,163.64,Kolkata Knight Riders,2022-04-10
Nitish Rana,30,20,0,3,150.00,Kolkata Knight Riders,2022-04-10
Andre Russell,24,21,3,0,114.29,Kolkata Knight Riders,2022-04-10
Sam Billings (wk),15,9,1,1,166.67,Kolkata Knight Riders,2022-04-10
Pat Cummins,4,3,1,0,133.33,Kolkata Knight Riders,2022-04-10
Sunil Narine,4,2,1,0,200.00,Kolkata Knight Riders,2022-04-10
Umesh Yadav,0,1,0,0,0.00,Kolkata Knight Riders,2022-04-10
Rasikh Salam,7,6,1,0,116.67,Kolkata Knight Riders,2022-04-10
Jos Buttler,13,11,1,1,118.18,Rajasthan Royals,2022-04-10
Padikkal,29,29,4,0,100.00,Rajasthan Royals,2022-04-10
Samson (c & wk),13,12,2,0,108.33,Rajasthan Royals,2022-04-10
van der Dussen,4,4,1,0,100.00,Rajasthan Royals,2022-04-10
Hetmyer,59,36,1,6,163.89,Rajasthan Royals,2022-04-10
Ashwin,28,23,0,2,121.74,Rajasthan Royals,2022-04-10
Riyan Parag,8,4,0,1,200.00,Rajasthan Royals,2022-04-10
Boult,2,1,0,0,200.00,Rajasthan Royals,2022-04-10
KL Rahul (c),0,1,0,0,0.00,Lucknow Super Giants,2022-04-10
Quinton de Kock (wk),39,32,2,1,121.88,Lucknow Super Giants,2022-04-10
Krishnappa Gowtham,0,1,0,0,0.00,Lucknow Super Giants,2022-04-10
Jason Holder,8,14,2,0,57.14,Lucknow Super Giants,2022-04-10
Deepak Hooda,25,24,3,0,104.17,Lucknow Super Giants,2022-04-10
Ayush Badoni,5,7,0,0,71.43,Lucknow Super Giants,2022-04-10
Krunal Pandya,22,15,2,0,146.67,Lucknow Super Giants,2022-04-10
Marcus Stoinis,38,17,2,4,223.53,Lucknow Super Giants,2022-04-10
Dushmantha Chameera,13,7,2,0,185.71,Lucknow Super Giants,2022-04-10
Avesh Khan,7,2,0,1,350.00,Lucknow Super Giants,2022-04-10
Wade (wk),19,19,3,0,100.00,Gujarat Titans,2022-04-11
Shubman Gill,7,9,1,0,77.78,Gujarat Titans,2022-04-11
Sai Sudharsan,11,9,2,0,122.22,Gujarat Titans,2022-04-11
Hardik Pandya (c),50,42,4,1,119.05,Gujarat Titans,2022-04-11
Miller,12,15,0,0,80.00,Gujarat Titans,2022-04-11
Abhinav Manohar,35,21,5,1,166.67,Gujarat Titans,2022-04-11
Rahul Tewatia,6,4,1,0,150.00,Gujarat Titans,2022-04-11
Rashid Khan,0,1,0,0,0.00,Gujarat Titans,2022-04-11
Abhishek Sharma,42,32,6,0,131.25,Sunrisers Hyderabad,2022-04-11
Kane Williamson (c),57,46,2,4,123.91,Sunrisers Hyderabad,2022-04-11
Rahul Tripathi,17,11,1,1,154.55,Sunrisers Hyderabad,2022-04-11
Nicholas Pooran (wk),34,18,2,2,188.89,Sunrisers Hyderabad,2022-04-11
Aiden Markram,12,8,1,0,150.00,Sunrisers Hyderabad,2022-04-11
Ruturaj Gaikwad,17,16,3,0,106.25,Chennai Super Kings,2022-04-12
Uthappa,88,50,4,9,176.00,Chennai Super Kings,2022-04-12
Moeen,3,8,0,0,37.50,Chennai Super Kings,2022-04-12
Shivam Dube,95,46,5,8,206.52,Chennai Super Kings,2022-04-12
Ravindra Jadeja (c),0,1,0,0,0.00,Chennai Super Kings,2022-04-12
Dhoni (wk),0,0,0,0,0.00,Chennai Super Kings,2022-04-12
Faf du Plessis (c),8,9,0,0,88.89,Royal Challengers Bangalore,2022-04-12
