Name,Overs,Maiden,Runs,Wicket,No Balls,Wides,Economy,Team,Date
D Chahar,3,0,14,1,0,0,4.70,Chennai Super Kings,2018-04-07
Watson,4,0,29,2,0,1,7.20,Chennai Super Kings,2018-04-07
Harbhajan,2,0,14,0,0,0,7.00,Chennai Super Kings,2018-04-07
Ravindra Jadeja,1,0,9,0,0,0,9.00,Chennai Super Kings,2018-04-07
Mark Wood,4,0,49,0,0,1,12.20,Chennai Super Kings,2018-04-07
Tahir,2,0,23,1,0,0,11.50,Chennai Super Kings,2018-04-07
DJ Bravo,4,0,25,0,0,0,6.20,Chennai Super Kings,2018-04-07
Mitchell McClenaghan,4,0,44,1,0,1,11.00,Mumbai Indians,2018-04-07
Mustafizur Rahman,3.5,0,39,1,0,0,10.20,Mumbai Indians,2018-04-07
Jasprit Bumrah,4,0,37,1,1,0,9.20,Mumbai Indians,2018-04-07
Hardik Pandya,4,0,24,3,0,3,6.00,Mumbai Indians,2018-04-07
Mayank Markande,4,0,23,3,0,0,5.80,Mumbai Indians,2018-04-07
Ashwin (c),4,0,23,1,0,1,5.80,Kings XI Punjab,2018-04-08
Mohit Sharma,4,0,33,2,0,0,8.20,Kings XI Punjab,2018-04-08
Mujeeb,4,0,28,2,0,1,7.00,Kings XI Punjab,2018-04-08
Axar,3,0,35,1,0,0,11.70,Kings XI Punjab,2018-04-08
Andrew Tye,4,0,38,0,1,1,9.50,Kings XI Punjab,2018-04-08
Stoinis,1,0,7,0,0,0,7.00,Kings XI Punjab,2018-04-08
Trent Boult,3.5,0,34,1,1,0,8.90,Delhi Daredevils,2018-04-08
Mohammed Shami,2,0,26,0,0,0,13.00,Delhi Daredevils,2018-04-08
Amit Mishra,4,0,46,0,0,0,11.50,Delhi Daredevils,2018-04-08
Chris Morris,3,0,25,1,0,0,8.30,Delhi Daredevils,2018-04-08
Daniel Christian,2,0,12,1,0,0,6.00,Delhi Daredevils,2018-04-08
Rahul Tewatia,4,0,24,1,0,0,6.00,Delhi Daredevils,2018-04-08
Vinay Kumar,2,0,30,2,0,0,15.00,Kolkata Knight Riders,2018-04-08
Chawla,4,0,31,1,0,0,7.80,Kolkata Knight Riders,2018-04-08
Kuldeep Yadav,3,0,33,0,0,5,11.00,Kolkata Knight Riders,2018-04-08
Narine,4,0,30,1,0,0,7.50,Kolkata Knight Riders,2018-04-08
Johnson,4,0,30,1,0,0,7.50,Kolkata Knight Riders,2018-04-08
A Russell,2,0,10,0,0,0,5.00,Kolkata Knight Riders,2018-04-08
Nitish Rana,1,0,11,2,0,0,11.00,Kolkata Knight Riders,2018-04-08
Yuzvendra Chahal,3,0,29,0,0,1,9.70,Royal Challengers Bangalore,2018-04-08
Chris Woakes,4,0,36,3,0,2,9.00,Royal Challengers Bangalore,2018-04-08
Washington Sundar,4,0,48,1,0,1,12.00,Royal Challengers Bangalore,2018-04-08
Umesh Yadav,4,0,27,2,0,2,6.80,Royal Challengers Bangalore,2018-04-08
Kulwant Khejroliya,3.5,0,34,0,0,4,8.90,Royal Challengers Bangalore,2018-04-08
Bhuvneshwar,4,0,30,1,0,3,7.50,Sunrisers Hyderabad,2018-04-09
Stanlake,4,0,29,1,0,1,7.20,Sunrisers Hyderabad,2018-04-09
Shakib,4,0,23,2,0,0,5.80,Sunrisers Hyderabad,2018-04-09
S Kaul,4,0,17,2,0,1,4.20,Sunrisers Hyderabad,2018-04-09
Rashid Khan,4,0,23,1,0,0,5.80,Sunrisers Hyderabad,2018-04-09
Dhawal Kulkarni,2.5,0,18,0,0,1,6.40,Rajasthan Royals,2018-04-09
Jaydev Unadkat,3,0,28,1,0,1,9.30,Rajasthan Royals,2018-04-09
Krishnappa Gowtham,1,0,9,0,0,0,9.00,Rajasthan Royals,2018-04-09
Ben Laughlin,2,0,20,0,1,0,10.00,Rajasthan Royals,2018-04-09
Shreyas Gopal,3,0,17,0,0,0,5.70,Rajasthan Royals,2018-04-09
Ben Stokes,2,0,21,0,0,1,10.50,Rajasthan Royals,2018-04-09
D Arcy Short,2,0,9,0,0,0,4.50,Rajasthan Royals,2018-04-09
D Chahar,1,0,18,0,0,1,18.00,Chennai Super Kings,2018-04-10
Harbhajan,2,0,11,1,0,0,5.50,Chennai Super Kings,2018-04-10
Watson,4,0,39,2,0,2,9.80,Chennai Super Kings,2018-04-10
Ravindra Jadeja,2,0,19,1,0,0,9.50,Chennai Super Kings,2018-04-10
Tahir,4,0,26,0,0,0,6.50,Chennai Super Kings,2018-04-10
SN Thakur,4,0,37,1,0,0,9.20,Chennai Super Kings,2018-04-10
DJ Bravo,3,0,50,0,0,0,16.70,Chennai Super Kings,2018-04-10
Vinay Kumar,1.5,0,35,0,1,1,19.10,Kolkata Knight Riders,2018-04-10
Piyush Chawla,4,0,49,1,0,1,12.20,Kolkata Knight Riders,2018-04-10
Andre Russell,4,0,35,0,0,0,8.80,Kolkata Knight Riders,2018-04-10
Tom Curran,3,0,39,2,0,0,13.00,Kolkata Knight Riders,2018-04-10
Sunil Narine,4,0,17,1,0,0,4.20,Kolkata Knight Riders,2018-04-10
Kuldeep Yadav,3,0,27,1,0,1,9.00,Kolkata Knight Riders,2018-04-10
Boult,3,0,26,1,0,0,8.70,Delhi Daredevils,2018-04-11
Nadeem,4,0,34,2,0,0,8.50,Delhi Daredevils,2018-04-11
Chris Morris,3,0,34,0,0,0,11.30,Delhi Daredevils,2018-04-11
Shami,3.5,0,29,1,0,1,7.60,Delhi Daredevils,2018-04-11
Rahul Tewatia,4,0,29,0,0,1,7.20,Delhi Daredevils,2018-04-11
Krishnappa Gowtham,1,0,10,0,0,0,10.00,Rajasthan Royals,2018-04-11
Dhawal Kulkarni,1,0,4,0,0,1,4.00,Rajasthan Royals,2018-04-11
Jaydev Unadkat,2,0,24,1,0,0,12.00,Rajasthan Royals,2018-04-11
Ben Laughlin,2,0,20,2,0,0,10.00,Rajasthan Royals,2018-04-11
Sandeep Sharma,4,0,25,2,0,0,6.20,Sunrisers Hyderabad,2018-04-12
Stanlake,4,0,42,2,0,1,10.50,Sunrisers Hyderabad,2018-04-12
Rashid Khan,4,0,13,1,0,1,3.20,Sunrisers Hyderabad,2018-04-12
S Kaul,4,0,29,2,1,0,7.20,Sunrisers Hyderabad,2018-04-12
Shakib,4,0,34,1,0,1,8.50,Sunrisers Hyderabad,2018-04-12
Pradeep Sangwan,2,0,19,0,0,0,9.50,Mumbai Indians,2018-04-12
Jasprit Bumrah,4,0,32,2,0,0,8.00,Mumbai Indians,2018-04-12
Ben Cutting,4,0,40,0,0,1,10.00,Mumbai Indians,2018-04-12
Krunal Pandya,2,0,10,0,0,0,5.00,Mumbai Indians,2018-04-12
Mayank Markande,4,0,23,4,0,0,5.80,Mumbai Indians,2018-04-12
Mustafizur Rahman,4,0,24,3,0,0,6.00,Mumbai Indians,2018-04-12
Chris Woakes,3.2,0,36,2,0,3,10.80,Royal Challengers Bangalore,2018-04-13
Umesh,4,0,23,3,0,0,5.80,Royal Challengers Bangalore,2018-04-13
Kulwant Khejroliya,4,0,33,2,0,0,8.20,Royal Challengers Bangalore,2018-04-13
Chahal,4,0,38,1,0,0,9.50,Royal Challengers Bangalore,2018-04-13
Washington Sundar,4,0,22,2,0,0,5.50,Royal Challengers Bangalore,2018-04-13
Axar Patel,4,0,25,1,0,0,6.20,Kings XI Punjab,2018-04-13
Ravichandran Ashwin (c),4,0,30,2,0,0,7.50,Kings XI Punjab,2018-04-13
Mujeeb Ur Rahman,4,0,29,1,0,0,7.20,Kings XI Punjab,2018-04-13
Andrew Tye,4,0,27,1,0,1,6.80,Kings XI Punjab,2018-04-13
Mohit Sharma,3.3,0,45,0,0,0,12.90,Kings XI Punjab,2018-04-13
Boult,4,0,39,2,0,1,9.80,Delhi Daredevils,2018-04-14
Nadeem,2,0,22,0,0,2,11.00,Delhi Daredevils,2018-04-14
Shami,4,0,36,1,0,0,9.00,Delhi Daredevils,2018-04-14
Christian,3,0,35,2,0,0,11.70,Delhi Daredevils,2018-04-14
Rahul Tewatia,4,0,36,2,0,1,9.00,Delhi Daredevils,2018-04-14
Maxwell,3,0,21,0,0,1,7.00,Delhi Daredevils,2018-04-14
Hardik Pandya,2,0,32,0,0,0,16.00,Mumbai Indians,2018-04-14
Akila Dananjaya,4,0,47,0,0,1,11.80,Mumbai Indians,2018-04-14
Jasprit Bumrah,4,0,27,0,0,0,6.80,Mumbai Indians,2018-04-14
Mustafizur Rahman,4,0,25,1,0,0,6.20,Mumbai Indians,2018-04-14
Mayank Markande,3,0,42,0,0,0,14.00,Mumbai Indians,2018-04-14
Krunal Pandya,3,0,21,2,0,0,7.00,Mumbai Indians,2018-04-14
Bhuvneshwar,4,0,26,3,2,0,6.50,Sunrisers Hyderabad,2018-04-14
Stanlake,4,0,21,2,0,0,5.20,Sunrisers Hyderabad,2018-04-14
S Kaul,4,0,37,1,0,0,9.20,Sunrisers Hyderabad,2018-04-14
Rashid Khan,4,0,31,0,0,0,7.80,Sunrisers Hyderabad,2018-04-14
Shakib,4,0,21,2,0,3,5.20,Sunrisers Hyderabad,2018-04-14
Mitchell Johnson,3,0,30,1,0,4,10.00,Kolkata Knight Riders,2018-04-14
Andre Russell,3,0,39,0,0,0,13.00,Kolkata Knight Riders,2018-04-14
Sunil Narine,4,0,17,2,0,1,4.20,Kolkata Knight Riders,2018-04-14
Piyush Chawla,4,0,20,1,0,0,5.00,Kolkata Knight Riders,2018-04-14
Kuldeep Yadav,4,0,23,1,0,0,5.80,Kolkata Knight Riders,2018-04-14
Shivam Mavi,1,0,10,0,0,0,10.00,Kolkata Knight Riders,2018-04-14
Washington Sundar,4,0,30,0,0,0,7.50,Royal Challengers Bangalore,2018-04-15
Chris Woakes,4,0,47,2,0,2,11.80,Royal Challengers Bangalore,2018-04-15
Umesh,4,0,59,0,2,2,14.80,Royal Challengers Bangalore,2018-04-15
Chahal,4,0,22,2,0,1,5.50,Royal Challengers Bangalore,2018-04-15
Kulwant Khejroliya,3,0,40,0,0,1,13.30,Royal Challengers Bangalore,2018-04-15
Negi,1,0,13,0,0,0,13.00,Royal Challengers Bangalore,2018-04-15
Krishnappa Gowtham,4,0,36,1,0,0,9.00,Rajasthan Royals,2018-04-15
Dhawal Kulkarni,1,0,14,0,0,0,14.00,Rajasthan Royals,2018-04-15
Jaydev Unadkat,3,0,35,0,0,0,11.70,Rajasthan Royals,2018-04-15
Ben Stokes,3,0,32,1,0,2,10.70,Rajasthan Royals,2018-04-15
Shreyas Gopal,4,0,22,2,0,0,5.50,Rajasthan Royals,2018-04-15
D Arcy Short,1,0,10,1,0,0,10.00,Rajasthan Royals,2018-04-15
Ben Laughlin,4,0,46,1,0,1,11.50,Rajasthan Royals,2018-04-15
D Chahar,3,0,37,0,0,1,12.30,Chennai Super Kings,2018-04-15
Harbhajan,4,0,41,1,0,0,10.20,Chennai Super Kings,2018-04-15
SN Thakur,3,0,33,2,0,0,11.00,Chennai Super Kings,2018-04-15
Tahir,4,0,34,2,0,0,8.50,Chennai Super Kings,2018-04-15
Watson,2,0,15,1,0,0,7.50,Chennai Super Kings,2018-04-15
DJ Bravo,4,0,37,1,0,0,9.20,Chennai Super Kings,2018-04-15
Barinder Sran,4,0,37,0,0,6,9.20,Kings XI Punjab,2018-04-15
Mohit Sharma,4,0,47,1,0,1,11.80,Kings XI Punjab,2018-04-15
Andrew Tye,4,0,47,2,0,1,11.80,Kings XI Punjab,2018-04-15
Mujeeb Ur Rahman,3,0,18,0,0,0,6.00,Kings XI Punjab,2018-04-15
Ravichandran Ashwin (c),4,0,32,1,0,2,8.00,Kings XI Punjab,2018-04-15
Yuvraj Singh,1,0,10,0,0,1,10.00,Kings XI Punjab,2018-04-15
Boult,4,1,29,2,0,0,7.20,Delhi Daredevils,2018-04-16
Chris Morris,4,0,41,2,0,1,10.20,Delhi Daredevils,2018-04-16
Nadeem,4,0,43,1,0,0,10.80,Delhi Daredevils,2018-04-16
Rahul Tewatia,3,0,18,3,0,0,6.00,Delhi Daredevils,2018-04-16
Shami,4,0,53,1,0,1,13.20,Delhi Daredevils,2018-04-16
Vijay Shankar,1,0,12,0,0,0,12.00,Delhi Daredevils,2018-04-16
Piyush Chawla,2,0,16,1,0,1,8.00,Kolkata Knight Riders,2018-04-16
Andre Russell,2,0,25,1,0,3,12.50,Kolkata Knight Riders,2018-04-16
Shivam Mavi,2,0,14,1,0,1,7.00,Kolkata Knight Riders,2018-04-16
Sunil Narine,3,0,18,3,0,0,6.00,Kolkata Knight Riders,2018-04-16
Tom Curran,2,0,21,1,0,0,10.50,Kolkata Knight Riders,2018-04-16
Kuldeep Yadav,3.2,0,32,3,0,0,9.60,Kolkata Knight Riders,2018-04-16
Umesh,4,0,36,2,0,1,9.00,Royal Challengers Bangalore,2018-04-17
Chris Woakes,3,0,31,1,0,1,10.30,Royal Challengers Bangalore,2018-04-17
Washington Sundar,2,0,32,0,0,5,16.00,Royal Challengers Bangalore,2018-04-17
Siraj,4,0,34,0,0,6,8.50,Royal Challengers Bangalore,2018-04-17
Chahal,3,0,32,0,0,0,10.70,Royal Challengers Bangalore,2018-04-17
CJ Anderson,4,0,47,2,0,3,11.80,Royal Challengers Bangalore,2018-04-17
Jasprit Bumrah,4,0,28,2,0,1,7.00,Mumbai Indians,2018-04-17
Krunal Pandya,4,0,28,3,0,1,7.00,Mumbai Indians,2018-04-17
Mitchell McClenaghan,3,0,24,2,0,0,8.00,Mumbai Indians,2018-04-17
Mustafizur Rahman,4,0,55,0,1,0,13.80,Mumbai Indians,2018-04-17
Mayank Markande,4,0,25,1,0,1,6.20,Mumbai Indians,2018-04-17
Hardik Pandya,1,0,4,0,0,0,4.00,Mumbai Indians,2018-04-17
Chawla,4,0,18,1,0,0,4.50,Kolkata Knight Riders,2018-04-18
Kuldeep Yadav,4,0,23,1,0,0,5.80,Kolkata Knight Riders,2018-04-18
Narine,4,0,48,0,0,0,12.00,Kolkata Knight Riders,2018-04-18
Shivam Mavi,4,0,40,1,0,3,10.00,Kolkata Knight Riders,2018-04-18
Nitish Rana,2,0,11,2,0,0,5.50,Kolkata Knight Riders,2018-04-18
Tom Curran,2,0,19,2,1,0,9.50,Kolkata Knight Riders,2018-04-18
Krishnappa Gowtham,4,0,23,2,0,0,5.80,Rajasthan Royals,2018-04-18
Dhawal Kulkarni,2,0,20,0,0,0,10.00,Rajasthan Royals,2018-04-18
Jaydev Unadkat,3,0,34,0,0,0,11.30,Rajasthan Royals,2018-04-18
Ben Laughlin,3.5,0,37,0,0,1,9.70,Rajasthan Royals,2018-04-18
Shreyas Gopal,3,0,23,0,0,0,7.70,Rajasthan Royals,2018-04-18
Ben Stokes,3,0,25,0,0,1,8.30,Rajasthan Royals,2018-04-18
Bhuvneshwar,4,0,25,1,0,1,6.20,Sunrisers Hyderabad,2018-04-19
Chris Jordan,4,0,31,0,0,1,7.80,Sunrisers Hyderabad,2018-04-19
Rashid Khan,4,0,55,1,0,0,13.80,Sunrisers Hyderabad,2018-04-19
S Kaul,4,0,33,1,0,0,8.20,Sunrisers Hyderabad,2018-04-19
Deepak Hooda,2,0,16,0,0,1,8.00,Sunrisers Hyderabad,2018-04-19
Shakib,2,0,28,0,0,0,14.00,Sunrisers Hyderabad,2018-04-19
Barinder Sran,4,0,22,0,1,3,5.50,Kings XI Punjab,2018-04-19
Mohit Sharma,4,0,51,2,0,1,12.80,Kings XI Punjab,2018-04-19
Andrew Tye,4,0,23,2,0,0,5.80,Kings XI Punjab,2018-04-19
Ravichandran Ashwin (c),4,0,53,0,0,5,13.20,Kings XI Punjab,2018-04-19
Mujeeb Ur Rahman,4,0,27,0,0,1,6.80,Kings XI Punjab,2018-04-19
Binny,2,0,33,0,1,1,16.50,Rajasthan Royals,2018-04-20
Gowtham,3,0,35,0,0,0,11.70,Rajasthan Royals,2018-04-20
Unadkat,4,0,39,0,0,0,9.80,Rajasthan Royals,2018-04-20
Stokes,3,0,39,0,0,0,13.00,Rajasthan Royals,2018-04-20
Laughlin,4,0,38,2,0,3,9.50,Rajasthan Royals,2018-04-20
Shreyas Gopal,4,0,20,3,0,1,5.00,Rajasthan Royals,2018-04-20
Deepak Chahar,4,0,30,2,0,4,7.50,Chennai Super Kings,2018-04-20
Shardul Thakur,3,0,18,2,0,0,6.00,Chennai Super Kings,2018-04-20
Shane Watson,3,0,13,1,0,1,4.30,Chennai Super Kings,2018-04-20
Imran Tahir,4,0,44,1,0,1,11.00,Chennai Super Kings,2018-04-20
Dwayne Bravo,2,0,16,2,0,2,8.00,Chennai Super Kings,2018-04-20
Karn Sharma,1.3,0,13,2,0,0,8.70,Chennai Super Kings,2018-04-20
Ravindra Jadeja,1,0,6,0,0,0,6.00,Chennai Super Kings,2018-04-20
Rajpoot,3,0,32,0,0,2,10.70,Kings XI Punjab,2018-04-21
Mujeeb,4,0,32,1,0,1,8.00,Kings XI Punjab,2018-04-21
