Name,Runs,Balls,Fours,Sixes,Strike Rate,Team,Date
Kamran Akmal,18,16,4,0,112.50,Rajasthan Royals,2008-05-26
Mohammad Kaif,12,15,0,0,80.00,Rajasthan Royals,2008-05-26
Swapnil Asnodkar,17,18,2,0,94.44,Rajasthan Royals,2008-05-26
Shane Watson,18,19,3,0,94.74,Rajasthan Royals,2008-05-26
Yusuf Pathan,2,4,0,0,50.00,Rajasthan Royals,2008-05-26
RP Singh,10,4,1,1,250.00,Deccan Chargers,2008-05-27
Pragyan Ojha,1,1,0,0,100.00,Deccan Chargers,2008-05-27
Arjun Yadav,0,1,0,0,0.00,Deccan Chargers,2008-05-27
Shahid Afridi,1,2,0,0,50.00,Deccan Chargers,2008-05-27
Dwaraka Ravi Teja,40,28,4,1,142.86,Deccan Chargers,2008-05-27
Venugopal Rao,46,46,3,1,100.00,Deccan Chargers,2008-05-27
Herschelle Gibbs,8,10,2,0,80.00,Deccan Chargers,2008-05-27
Scott Styris,20,20,3,0,100.00,Deccan Chargers,2008-05-27
Parthiv Patel,20,27,3,0,74.07,Chennai Super Kings,2008-05-27
Albie Morkel,12,12,1,0,100.00,Chennai Super Kings,2008-05-27
Suresh Raina,54,43,5,2,125.58,Chennai Super Kings,2008-05-27
MS Dhoni,37,25,4,1,148.00,Chennai Super Kings,2008-05-27
Stephen Fleming,14,9,3,0,155.56,Chennai Super Kings,2008-05-27
Anil Kumble,0,0,0,0,0.00,Royal Challengers Bangalore,2008-05-28
Vinay Kumar,23,17,2,1,135.29,Royal Challengers Bangalore,2008-05-28
Virat Kohli,0,1,0,0,0.00,Royal Challengers Bangalore,2008-05-28
Balachandra Akhil,5,4,1,0,125.00,Royal Challengers Bangalore,2008-05-28
Cameron White,26,20,3,1,130.00,Royal Challengers Bangalore,2008-05-28
Misbah-ul-Haq,0,1,0,0,0.00,Royal Challengers Bangalore,2008-05-28
Rahul Dravid,11,16,0,0,68.75,Royal Challengers Bangalore,2008-05-28
Shreevats Goswami,20,24,1,0,83.33,Royal Challengers Bangalore,2008-05-28
Mark Boucher,18,15,3,0,120.00,Royal Challengers Bangalore,2008-05-28
Sachin Tendulkar,40,43,4,1,93.02,Mumbai Indians,2008-05-28
Robin Uthappa,19,16,2,1,118.75,Mumbai Indians,2008-05-28
Sanath Jayasuriya,54,37,4,4,145.95,Mumbai Indians,2008-05-28
Luke Pomersbach,1,1,0,0,100.00,Kings XI Punjab,2008-05-28
Yuvraj Singh,49,16,2,6,306.25,Kings XI Punjab,2008-05-28
Shaun Marsh,115,69,11,7,166.67,Kings XI Punjab,2008-05-28
Pankaj Singh,1,5,0,0,20.00,Rajasthan Royals,2008-05-28
Dinesh Salunkhe,6,3,1,0,200.00,Rajasthan Royals,2008-05-28
Mahesh Rawat,23,19,2,1,121.05,Rajasthan Royals,2008-05-28
Kamran Akmal,24,8,1,3,300.00,Rajasthan Royals,2008-05-28
Mohammad Kaif,1,5,0,0,20.00,Rajasthan Royals,2008-05-28
Yusuf Pathan,39,15,3,3,260.00,Rajasthan Royals,2008-05-28
Niraj Patel,57,39,10,0,146.15,Rajasthan Royals,2008-05-28
Shane Watson,22,19,1,1,115.79,Rajasthan Royals,2008-05-28
Siddharth Trivedi,1,2,0,0,50.00,Rajasthan Royals,2008-05-30
Munaf Patel,0,0,0,0,0.00,Rajasthan Royals,2008-05-30
Mahesh Rawat,2,4,0,0,50.00,Rajasthan Royals,2008-05-30
Shane Warne,0,1,0,0,0.00,Rajasthan Royals,2008-05-30
Ravindra Jadeja,7,5,0,1,140.00,Rajasthan Royals,2008-05-30
Yusuf Pathan,45,21,3,4,214.29,Rajasthan Royals,2008-05-30
Mohammad Kaif,12,11,0,1,109.09,Rajasthan Royals,2008-05-30
Sohail Tanvir,5,5,1,0,100.00,Rajasthan Royals,2008-05-30
Shane Watson,52,29,4,3,179.31,Rajasthan Royals,2008-05-30
Graeme Smith,25,21,5,0,119.05,Rajasthan Royals,2008-05-30
Mohammad Asif,3,5,0,0,60.00,Delhi Daredevils,2008-05-30
Yo Mahesh,3,10,0,0,30.00,Delhi Daredevils,2008-05-30
Farveez Maharoof,6,6,1,0,100.00,Delhi Daredevils,2008-05-30
Amit Mishra,2,5,0,0,40.00,Delhi Daredevils,2008-05-30
Gautam Gambhir,11,15,1,0,73.33,Delhi Daredevils,2008-05-30
Tillakaratne Dilshan,33,22,5,1,150.00,Delhi Daredevils,2008-05-30
Glenn McGrath,4,3,1,0,133.33,Delhi Daredevils,2008-05-30
Dinesh Karthik,10,12,1,0,83.33,Delhi Daredevils,2008-05-30
Manoj Tiwary,0,3,0,0,0.00,Delhi Daredevils,2008-05-30
Shikhar Dhawan,5,12,0,0,41.67,Delhi Daredevils,2008-05-30
S Sreesanth,0,2,0,0,0.00,Kings XI Punjab,2008-05-31
Ramesh Powar,28,21,4,1,133.33,Kings XI Punjab,2008-05-31
Piyush Chawla,12,15,1,0,80.00,Kings XI Punjab,2008-05-31
Wilkin Mota,25,26,2,0,96.15,Kings XI Punjab,2008-05-31
Irfan Pathan,3,12,0,0,25.00,Kings XI Punjab,2008-05-31
Mahela Jayawardene,8,10,1,0,80.00,Kings XI Punjab,2008-05-31
Yuvraj Singh,4,8,0,0,50.00,Kings XI Punjab,2008-05-31
James Hopes,2,5,0,0,40.00,Kings XI Punjab,2008-05-31
Kumar Sangakkara,3,4,0,0,75.00,Kings XI Punjab,2008-05-31
Parthiv Patel,51,48,8,0,106.25,Chennai Super Kings,2008-05-31
Suresh Raina,55,34,4,4,161.76,Chennai Super Kings,2008-05-31
Parthiv Patel,38,33,5,0,115.15,Chennai Super Kings,2008-06-01
Vidyut Sivaramakrishnan,16,14,1,1,114.29,Chennai Super Kings,2008-06-01
Suresh Raina,43,30,1,2,143.33,Chennai Super Kings,2008-06-01
Albie Morkel,16,13,0,2,123.08,Chennai Super Kings,2008-06-01
MS Dhoni,29,17,1,2,170.59,Chennai Super Kings,2008-06-01
Chamara Kapugedera,8,12,0,0,66.67,Chennai Super Kings,2008-06-01
S Badrinath,6,2,1,0,300.00,Chennai Super Kings,2008-06-01
Niraj Patel,2,11,0,0,18.18,Rajasthan Royals,2008-06-01
Swapnil Asnodkar,28,20,4,0,140.00,Rajasthan Royals,2008-06-01
Kamran Akmal,6,7,1,0,85.71,Rajasthan Royals,2008-06-01
Shane Watson,28,19,3,0,147.37,Rajasthan Royals,2008-06-01
Yusuf Pathan,56,39,3,4,143.59,Rajasthan Royals,2008-06-01
Mohammad Kaif,12,9,0,1,133.33,Rajasthan Royals,2008-06-01
Ravindra Jadeja,0,1,0,0,0.00,Rajasthan Royals,2008-06-01
Shane Warne,9,9,1,0,100.00,Rajasthan Royals,2008-06-01
Sohail Tanvir,9,7,0,0,128.57,Rajasthan Royals,2008-06-01
