Name,Overs,Maiden,Runs,Wicket,No Balls,Wides,Economy,Team,Date
Pradeep Sangwan,4,0,28,2,0,3,7.00,Delhi Daredevils,2009-05-21
Dirk Nannes,4,0,27,3,0,4,6.75,Delhi Daredevils,2009-05-21
Jean-Paul Duminy,1.3,0,14,0,0,0,10.77,Mumbai Indians,2009-05-21
Sanath Jayasuriya,2,0,25,0,0,2,12.50,Mumbai Indians,2009-05-21
Abhishek Nayar,2,0,25,0,0,0,12.50,Mumbai Indians,2009-05-21
Lasith Malinga,4,0,38,1,1,1,9.50,Mumbai Indians,2009-05-21
Harbhajan Singh,4,0,17,4,0,1,4.25,Mumbai Indians,2009-05-21
Rahil Shaikh,1,0,11,0,0,0,11.00,Mumbai Indians,2009-05-21
Dhawal Kulkarni,3,0,36,1,0,0,12.00,Mumbai Indians,2009-05-21
Ryan Harris,4,0,25,0,0,0,6.25,Deccan Chargers,2009-05-21
RP Singh,4,0,47,1,0,0,11.75,Deccan Chargers,2009-05-21
Andrew Symonds,4,0,15,1,0,0,3.75,Deccan Chargers,2009-05-21
Jaskaran Singh,3,0,32,0,0,1,10.67,Deccan Chargers,2009-05-21
Pragyan Ojha,4,0,32,2,0,0,8.00,Deccan Chargers,2009-05-21
Tirumalsetti Suman,1,0,18,0,0,0,18.00,Deccan Chargers,2009-05-21
Anil Kumble,4,0,23,2,0,0,5.75,Royal Challengers Bangalore,2009-05-21
Jacques Kallis,1,0,8,0,0,0,8.00,Royal Challengers Bangalore,2009-05-21
Praveen Kumar,4,0,45,0,0,1,11.25,Royal Challengers Bangalore,2009-05-21
Roelof van der Merwe,4,0,32,1,0,2,8.00,Royal Challengers Bangalore,2009-05-21
Balachandra Akhil,4,0,18,2,0,1,4.50,Royal Challengers Bangalore,2009-05-21
Virat Kohli,3,0,25,0,0,2,8.33,Royal Challengers Bangalore,2009-05-21
Harmeet Singh Bansal,3,0,15,0,0,0,5.00,Deccan Chargers,2009-05-22
Andrew Symonds,3,0,20,1,0,0,6.67,Deccan Chargers,2009-05-22
Pragyan Ojha,3,0,27,0,0,0,9.00,Deccan Chargers,2009-05-22
Ryan Harris,4,1,27,3,1,1,6.75,Deccan Chargers,2009-05-22
Rohit Sharma,3,0,26,0,0,1,8.67,Deccan Chargers,2009-05-22
RP Singh,4,0,33,2,0,2,8.25,Deccan Chargers,2009-05-22
Amit Mishra,4,0,19,3,0,0,4.75,Delhi Daredevils,2009-05-22
Virender Sehwag,1,0,25,0,1,0,25.00,Delhi Daredevils,2009-05-22
Tillakaratne Dilshan,3,0,13,0,0,0,4.33,Delhi Daredevils,2009-05-22
Pradeep Sangwan,2.4,0,21,0,0,1,8.75,Delhi Daredevils,2009-05-22
Ashish Nehra,4,0,38,1,1,1,9.50,Delhi Daredevils,2009-05-22
Dirk Nannes,3,0,38,0,0,2,12.67,Delhi Daredevils,2009-05-22
Roelof van der Merwe,4,0,23,1,0,2,5.75,Royal Challengers Bangalore,2009-05-23
Anil Kumble,4,0,30,0,0,0,7.50,Royal Challengers Bangalore,2009-05-23
Jacques Kallis,4,0,26,1,0,1,6.50,Royal Challengers Bangalore,2009-05-23
Vinay Kumar,4,0,38,2,0,0,9.50,Royal Challengers Bangalore,2009-05-23
Praveen Kumar,4,0,26,1,0,0,6.50,Royal Challengers Bangalore,2009-05-23
Jacob Oram,0.5,0,14,0,1,0,28.00,Chennai Super Kings,2009-05-23
Albie Morkel,3,0,26,1,0,0,8.67,Chennai Super Kings,2009-05-23
Lakshmipathy Balaji,2,0,16,0,0,0,8.00,Chennai Super Kings,2009-05-23
Muttiah Muralitharan,4,0,15,1,0,0,3.75,Chennai Super Kings,2009-05-23
Suresh Raina,3,0,23,0,0,0,7.67,Chennai Super Kings,2009-05-23
Shadab Jakati,4,0,29,1,0,0,7.25,Chennai Super Kings,2009-05-23
Manpreet Gony,2,0,23,1,1,0,11.50,Chennai Super Kings,2009-05-23
Roelof van der Merwe,4,0,28,0,0,0,7.00,Royal Challengers Bangalore,2009-05-24
Vinay Kumar,4,0,30,2,0,1,7.50,Royal Challengers Bangalore,2009-05-24
Jacques Kallis,4,0,24,0,0,0,6.00,Royal Challengers Bangalore,2009-05-24
Praveen Kumar,4,0,43,0,0,5,10.75,Royal Challengers Bangalore,2009-05-24
Anil Kumble,4,0,16,4,0,0,4.00,Royal Challengers Bangalore,2009-05-24
Rohit Sharma,1,0,9,0,0,0,9.00,Deccan Chargers,2009-05-24
Harmeet Singh Bansal,4,0,23,2,0,0,5.75,Deccan Chargers,2009-05-24
Ryan Harris,4,1,34,1,0,1,8.50,Deccan Chargers,2009-05-24
Pragyan Ojha,4,0,28,3,0,0,7.00,Deccan Chargers,2009-05-24
Andrew Symonds,3,0,18,2,0,0,6.00,Deccan Chargers,2009-05-24
RP Singh,4,0,16,1,0,0,4.00,Deccan Chargers,2009-05-24
